from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
ASK,Arsikere Hubli Passenger,SWR,0,0,0,0,0,0,,ARSIKERE JN,56273,12:30:00,05:15:00,56274,UBL,HUBLI JN,15,7,Pass,304
,,,,,,,,,,,,,,,,,,,,
UBL,Hubli Arsikere Passenger,SWR,0,0,0,0,0,0,,HUBLI JN,56274,22:25:00,15:05:00,56273,ASK,ARSIKERE JN,20,7,Pass,304
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Alappuzha Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56300,05:45:00,03:35:00,56301,ALLP,ALLEPPEY,10,2,Pass,85
,,,,,,,,,,,,,,,,,,,,
ALLP,Alappuzha Kollam Passenger,SR,0,0,0,0,0,0,,ALLEPPEY,56301,19:35:00,17:25:00,56300,QLN,KOLLAM JN,10,2,Pass,85
,,,,,,,,,,,,,,,,,,,,
ALLP,Alappuzha Ernakulam Passenger,SR,0,0,0,0,0,0,,ALLEPPEY,56302,09:05:00,07:25:00,56303,ERS,ERNAKULAM JN,40,1,Pass,57
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Alappuzha Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56303,17:20:00,15:40:00,56302,ALLP,ALLEPPEY,40,1,Pass,57
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Tiruvananthapuram Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56307,08:40:00,06:40:00,56308,TVC,TRIVANDRUM CENTRAL,0,2,Pass,64
,,,,,,,,,,,,,,,,,,,,
TVC,Tiruvananthapuram Kollam Passenger,SR,0,0,0,0,0,0,,TRIVANDRUM CENTRAL,56308,19:45:00,17:50:00,56307,QLN,KOLLAM JN,55,1,Pass,64
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Tiruvananthapuram Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56309,17:40:00,15:35:00,56308,TVC,TRIVANDRUM CENTRAL,5,2,Pass,64
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Tiruvananthapuram Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56310,08:50:00,06:45:00,56311,TVC,TRIVANDRUM CENTRAL,5,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
TVC,Tiruvananthapuram Nagercoil Passenger,SR,0,0,0,0,0,0,,TRIVANDRUM CENTRAL,56311,09:05:00,07:00:00,56310,NCJ,NAGERCOIL JN,5,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
TEN,Tirunelveli Nagercoil Passenger,SR,0,0,0,0,0,0,,TIRUNELVELI,56312,09:50:00,08:00:00,,NCJ,NAGERCOIL JN,50,1,Pass,74
,,,,,,,,,,,,,,,,,,,,
TVC,Tiruvananthapuram Nagercoil Passenger,SR,0,0,0,0,0,0,,TRIVANDRUM CENTRAL,56313,20:05:00,18:00:00,,NCJ,NAGERCOIL JN,5,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
TVC,Tiruvananthapuram Nagercoil Passenger,SR,0,0,0,0,0,0,,TRIVANDRUM CENTRAL,56315,19:20:00,17:15:00,56316,NCJ,NAGERCOIL JN,5,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Tiruvananthapuram Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56316,20:15:00,18:20:00,56315,TVC,TRIVANDRUM CENTRAL,55,1,Pass,71
,,,,,,,,,,,,,,,,,,,,
KCVL,Kochuveli Nagercoil Passenger,SR,0,0,0,0,0,0,,KOCHUVELI,56317,13:15:00,10:40:00,56318,NCJ,NAGERCOIL JN,35,2,Pass,78
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Kochuveli Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56318,10:20:00,07:55:00,56317,KCVL,KOCHUVELI,25,2,Pass,77
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Coimbatore Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56319,20:45:00,07:30:00,56320,CBE,COIMBATORE JN,15,13,Pass,532
,,,,,,,,,,,,,,,,,,,,
CAPE,Kanyakumari Tirunelveli Passenger,SR,0,0,0,0,0,0,,KANYAKUMARI,56321,20:40:00,18:10:00,,TEN,TIRUNELVELI,30,2,Pass,89
,,,,,,,,,,,,,,,,,,,,
CBE,Coimbatore Mangalore Fast Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56323,20:00:00,07:40:00,56324,MAQ,MANGALORE CNTL,20,12,Pass,408
,,,,,,,,,,,,,,,,,,,,
MAQ,Coimbatore Fast Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56324,19:35:00,07:45:00,56323,CBE,COIMBATORE JN,50,11,Pass,408
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Cape Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56325,17:05:00,16:45:00,,CAPE,KANYAKUMARI,20,0,Pass,15
,,,,,,,,,,,,,,,,,,,,
PUU,Punalur Kollam Passenger,SR,0,0,0,0,0,0,,Punalur,56331,09:35:00,08:15:00,56332,QLN,KOLLAM JN,20,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Guruvayur Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56370,08:35:00,06:00:00,56371,GUV,GURUVAYUR,35,2,Pass,97
,,,,,,,,,,,,,,,,,,,,
YPR,Yesvantapur-Vijayawada Passenger,SWR,0,0,0,0,0,1,,YESVANTPUR JN,56503,05:40:00,08:00:00,56504,BZA,VIJAYAWADA JN,40,21,Pass,739
,,,,,,,,,,,,,,,,,,,,
BZA,Vijayawada Yesvantapur Passenger,SWR,0,0,0,0,0,1,,VIJAYAWADA JN,56504,17:10:00,20:50:00,56503,YPR,YESVANTPUR JN,20,20,Pass,739
,,,,,,,,,,,,,,,,,,,,
BWT,Bangarpet Marikuppam Passenger,SWR,0,0,0,0,0,0,,BANGARAPET,56505,13:35:00,13:00:00,56506,MKM,Marikuppam,35,0,Pass,16
,,,,,,,,,,,,,,,,,,,,
MKM,Marikuppam Bangarapet Passenger,SWR,0,0,0,0,0,0,,Marikuppam,56506,10:25:00,09:50:00,56505,BWT,BANGARAPET,35,0,Pass,16
,,,,,,,,,,,,,,,,,,,,
BWT,Bangarpet Marikuppam Passenger,SWR,0,0,0,0,0,0,,BANGARAPET,56511,06:05:00,05:30:00,56512,MKM,Marikuppam,35,0,Pass,16
,,,,,,,,,,,,,,,,,,,,
SBC,BANGALORE CITY - HUBLI Pass,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56515,20:20:00,07:50:00,56516,UBL,HUBLI JN,30,12,Pass,471
,,,,,,,,,,,,,,,,,,,,
UBL,HUBLI - BANGALORE CY Passenger,SWR,0,0,0,0,0,0,,HUBLI JN,56516,20:00:00,07:15:00,56515,SBC,BANGALORE CITY JN,45,12,Pass,471
,,,,,,,,,,,,,,,,,,,,
BJU,Barauni-Samastipur Passenger,ECR,0,0,0,0,0,0,,BARAUNI JN,55525,09:35:00,08:00:00,55526,SPJ,SAMASTIPUR JN,35,1,Pass,50
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Punalur Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56332,07:55:00,06:30:00,56331,PUU,Punalur,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
PUU,Punalur Kollam Passenger,SR,0,0,0,0,0,0,,Punalur,56333,12:00:00,10:35:00,56332,QLN,KOLLAM JN,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Punalur Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56334,10:05:00,08:40:00,56333,PUU,Punalur,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
PUU,Punalur Kollam Passenger,SR,0,0,0,0,0,0,,Punalur,56335,15:15:00,13:50:00,56334,QLN,KOLLAM JN,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Punalur Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56336,12:25:00,11:00:00,56337,PUU,Punalur,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
PUU,Punalur Kollam Passenger,SR,0,0,0,0,0,0,,Punalur,56337,20:40:00,19:15:00,56338,QLN,KOLLAM JN,25,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Punalur Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56338,18:50:00,17:30:00,56337,PUU,Punalur,20,1,Pass,45
,,,,,,,,,,,,,,,,,,,,
GUV,Guruvayur Ernakulam Passenger,SR,0,0,0,0,0,0,,GURUVAYUR,56371,09:20:00,06:45:00,56370,ERS,ERNAKULAM JN,35,2,Pass,97
,,,,,,,,,,,,,,,,,,,,
TCR,Thrissur Guruvayur Passenger,SR,0,0,0,0,0,0,,THRISUR,56374,10:45:00,10:10:00,56373,GUV,GURUVAYUR,35,0,Pass,23
,,,,,,,,,,,,,,,,,,,,
GUV,Guruvayur Ernakulam Passenger,SR,0,0,0,0,0,0,,GURUVAYUR,56375,16:00:00,13:20:00,56376,ERS,ERNAKULAM JN,40,2,Pass,97
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Guruvayur Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56376,23:15:00,20:15:00,56375,GUV,GURUVAYUR,0,3,Pass,97
,,,,,,,,,,,,,,,,,,,,
ALLP,Allepey Kayankulam Passenger,SR,0,0,0,0,0,0,,ALLEPPEY,56377,06:15:00,05:05:00,56378,KYJ,KAYANKULAM JN,10,1,Pass,44
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Alappuzha Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56379,09:30:00,07:30:00,,ALLP,ALLEPPEY,0,2,Pass,57
,,,,,,,,,,,,,,,,,,,,
KYJ,Kayankulam Ernakulam Passenger,SR,0,0,0,0,0,0,,KAYANKULAM JN,56380,11:40:00,08:35:00,56381,ERS,ERNAKULAM JN,5,3,Pass,101
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Kayankulam Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56381,12:20:00,10:00:00,56380,KYJ,KAYANKULAM JN,20,2,Pass,101
,,,,,,,,,,,,,,,,,,,,
KYJ,Kayankulam Ernakulam Passenger,SR,0,0,0,0,0,0,,KAYANKULAM JN,56382,15:25:00,13:00:00,56381,ERS,ERNAKULAM JN,25,2,Pass,101
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Kayankulam Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56383,21:15:00,18:00:00,56382,KYJ,KAYANKULAM JN,15,3,Pass,101
,,,,,,,,,,,,,,,,,,,,
ALLP,Alappuzha Ernakulam Passenger,SR,0,0,0,0,0,0,,ALLEPPEY,56384,19:30:00,17:45:00,,ERS,ERNAKULAM JN,45,1,Pass,57
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Kollam Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56391,22:35:00,18:05:00,56392,QLN,KOLLAM JN,30,4,Pass,156
,,,,,,,,,,,,,,,,,,,,
QLN,Kollam Ernakulam Passenger,SR,0,0,0,0,0,0,,KOLLAM JN,56392,08:40:00,04:20:00,56391,ERS,ERNAKULAM JN,20,4,Pass,156
,,,,,,,,,,,,,,,,,,,,
BZA,Vijayawada Hubli Passenger,SWR,0,0,0,0,0,1,,VIJAYAWADA JN,56501,04:30:00,07:10:00,56502,UBL,HUBLI JN,20,21,Pass,693
,,,,,,,,,,,,,,,,,,,,
UBL,Hubli Vijayawada Passenger,SWR,0,0,0,0,0,1,,HUBLI JN,56502,18:30:00,23:30:00,56501,BZA,VIJAYAWADA JN,0,19,Pass,693
,,,,,,,,,,,,,,,,,,,,
MKM,Swarna passenger Marikuppam Bangalore,SWR,0,0,0,0,0,0,,Marikuppam,56507,09:15:00,06:20:00,56508,SBC,BANGALORE CITY JN,55,2,Pass,86
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore-Marikuppam Swarna Pass.,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56508,20:35:00,18:05:00,56507,MKM,Marikuppam,30,2,Pass,86
,,,,,,,,,,,,,,,,,,,,
MKM,Marikuppam Bangalore Passenger,SWR,0,0,0,0,0,0,,Marikuppam,56509,17:00:00,14:00:00,56508,SBC,BANGALORE CITY JN,0,3,Pass,86
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Marikuppam passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56510,09:35:00,07:00:00,56509,MKM,Marikuppam,35,2,Pass,86
,,,,,,,,,,,,,,,,,,,,
MKM,Marikuppam Bangarpet passenger,SWR,0,0,0,0,0,0,,Marikuppam,56512,21:25:00,20:50:00,56511,BWT,BANGARAPET,35,0,Pass,16
,,,,,,,,,,,,,,,,,,,,
SA,Salem Bangalore passenger,SWR,0,0,0,0,0,0,,SALEM JN,56513,19:00:00,13:30:00,56514,SBC,BANGALORE CITY JN,30,5,Pass,218
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Salem Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56514,12:50:00,07:15:00,56513,SA,SALEM JN,35,5,Pass,218
,,,,,,,,,,,,,,,,,,,,
CTA,Chitradurga Harihar Passenger,SWR,0,0,0,0,0,0,,Chitradurg,56517,20:15:00,17:45:00,56518,HRR,HARIHAR,30,2,Pass,91
,,,,,,,,,,,,,,,,,,,,
HRR,Harihar Chitradurga Passenger,SWR,0,0,0,0,0,0,,HARIHAR,56518,09:40:00,07:10:00,56517,CTA,Chitradurg,30,2,Pass,91
,,,,,,,,,,,,,,,,,,,,
JRU,Bangalore Chitradurga Passenger,SWR,0,0,0,0,0,0,,CHIKJAJUR JN,56519,16:30:00,15:25:00,56520,CTA,Chitradurg,5,1,Pass,33
,,,,,,,,,,,,,,,,,,,,
CTA,Chitradura Bangalore Passenger,SWR,0,0,0,0,0,0,,Chitradurg,56520,11:35:00,10:40:00,56519,JRU,CHIKJAJUR JN,55,0,Pass,33
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Chik ballapur Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56525,19:50:00,18:00:00,56526,CBP,Chik Ballapur,50,1,Pass,64
,,,,,,,,,,,,,,,,,,,,
CBP,Chik Ballapur Bangalore Passenger,SWR,0,0,0,0,0,0,,Chik Ballapur,56526,09:45:00,07:55:00,56525,SBC,BANGALORE CITY JN,50,1,Pass,64
,,,,,,,,,,,,,,,,,,,,
CAPE,Kanyakumari Nagercoil Passenger,SWR,0,0,0,0,0,0,,KANYAKUMARI,56527,21:00:00,20:40:00,56528,NCJ,NAGERCOIL JN,20,0,Pass,15
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Kanyakumari Passenger,SWR,0,0,0,0,0,0,,NAGERCOIL JN,56528,09:35:00,09:10:00,56527,CAPE,KANYAKUMARI,25,0,Pass,15
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Kozhikode Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56601,20:00:00,17:45:00,56600,CLT,KOZHIKODE,15,2,Pass,86
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Nilambur Fast Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56613,11:05:00,09:20:00,56612,NIL,Nilambur Road,45,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Nilambur Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56615,13:50:00,12:05:00,56614,NIL,Nilambur Road,45,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
MAQ,Mangalore-Verna Passenger,KR,0,0,0,0,0,0,,MANGALORE CNTL,56640,13:20:00,06:20:00,56641,VEN,VERNA,0,7,Pass,454
,,,,,,,,,,,,,,,,,,,,
VEN,Verna Mangalore Passenger,SR,0,0,0,0,0,0,,VERNA,56641,20:55:00,13:55:00,56640,MAQ,MANGALORE CNTL,0,7,Pass,454
,,,,,,,,,,,,,,,,,,,,
KBPR,Kabakaputtur Mangalore Passenger,SR,0,0,0,0,0,0,,Kabakaputtur,56642,09:15:00,07:40:00,56643,MAQ,MANGALORE CNTL,35,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
CBE,Coimbatore Kannur Fast Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56651,21:15:00,14:00:00,56650,CAN,KANNUR,15,7,Pass,274
,,,,,,,,,,,,,,,,,,,,
MDU,Madurai-Kollam Passenger,SR,0,0,0,1,0,1,,MADURAI JN,56700,09:05:00,22:50:00,56701,QLN,KOLLAM JN,15,10,Pass,366
,,,,,,,,,,,,,,,,,,,,
QLN,Madurai Passenger,SR,0,0,0,1,0,1,,KOLLAM JN,56701,05:40:00,18:10:00,56700,MDU,MADURAI JN,30,11,Pass,366
,,,,,,,,,,,,,,,,,,,,
CAN,Kannur Shoranur Passenger,SR,0,0,0,0,0,0,,KANNUR,56602,20:35:00,14:50:00,,SRR,SHORANUR JN,45,5,Pass,175
,,,,,,,,,,,,,,,,,,,,
TCR,Thrissur Kannur Passenger,SR,0,0,0,0,0,0,,THRISUR,56603,12:20:00,05:55:00,,CAN,KANNUR,25,6,Pass,208
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Coimbatore Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56604,10:45:00,08:00:00,,CBE,COIMBATORE JN,45,2,Pass,101
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Shoranur Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56606,10:55:00,07:30:00,56607,SRR,SHORANUR JN,25,3,Pass,107
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Ernakulam Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56607,08:00:00,04:50:00,56606,ERS,ERNAKULAM JN,10,3,Pass,107
,,,,,,,,,,,,,,,,,,,,
ERS,Ernakulam Shoranur Passenger,SR,0,0,0,0,0,0,,ERNAKULAM JN,56608,21:15:00,17:30:00,56607,SRR,SHORANUR JN,45,3,Pass,107
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Ernakulam Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56609,20:00:00,17:00:00,56608,ERS,ERNAKULAM JN,0,3,Pass,107
,,,,,,,,,,,,,,,,,,,,
NIL,Nilambur Palakkad Passenger,SR,0,0,0,0,0,0,,Nilambur Road,56610,21:15:00,17:10:00,56611,PGT,PALAKKAD,5,4,Pass,112
,,,,,,,,,,,,,,,,,,,,
NIL,Nilambur Shoranur Passenger,SR,0,0,0,0,0,0,,Nilambur Road,56612,08:35:00,06:45:00,56613,SRR,SHORANUR JN,50,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
NIL,Nilambur Shoranur Fast Passenger,SR,0,0,0,0,0,0,,Nilambur Road,56616,13:40:00,11:50:00,56617,SRR,SHORANUR JN,50,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Nilambur Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56617,16:25:00,14:40:00,56616,NIL,Nilambur Road,45,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
NIL,Nilambur Shoranur Passenger,SR,0,0,0,0,0,0,,Nilambur Road,56618,16:15:00,14:25:00,56617,SRR,SHORANUR JN,50,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Nilambur Passenger,SR,0,0,0,0,0,0,,SHORANUR JN,56619,19:05:00,17:15:00,56618,NIL,Nilambur Road,50,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
NIL,Nilambur Road Shoranur Pass,SR,0,0,0,0,0,0,,Nilambur Road,56620,21:20:00,19:30:00,56619,SRR,SHORANUR JN,50,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
SRR,Shoranur Nilambur Road Pass,SR,0,0,0,0,0,0,,SHORANUR JN,56621,21:30:00,19:45:00,56620,NIL,Nilambur Road,45,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
MAQ,Kabakaputtur Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56643,07:20:00,06:00:00,56644,KBPR,Kabakaputtur,20,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
KBPR,Kabakaputtur Mangalore Passenger,SR,0,0,0,0,0,0,,Kabakaputtur,56644,21:30:00,19:55:00,56643,MAQ,MANGALORE CNTL,35,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
MAQ,Kabakaputtur Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56645,19:40:00,18:20:00,56644,KBPR,Kabakaputtur,20,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
SBHR,Subramanya Road Mangalore Passenger,SR,0,0,0,0,0,0,,Subrahmanya Road,56646,15:55:00,13:25:00,56647,MAQ,MANGALORE CNTL,30,2,Pass,92
,,,,,,,,,,,,,,,,,,,,
MAQ,Subrahmanya Road Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56647,12:30:00,10:15:00,56646,SBHR,Subrahmanya Road,15,2,Pass,92
,,,,,,,,,,,,,,,,,,,,
CAN,Kannur Coimbatore Fast Passenger,SR,0,0,0,0,0,0,,KANNUR,56650,13:25:00,05:45:00,56651,CBE,COIMBATORE JN,40,7,Pass,276
,,,,,,,,,,,,,,,,,,,,
CAN,Kannur Kozhikkode Passenger,SR,0,0,0,0,0,0,,KANNUR,56652,19:55:00,17:30:00,56653,CLT,KOZHIKODE,25,2,Pass,89
,,,,,,,,,,,,,,,,,,,,
CLT,Kozhikode Kannur Passenger,SR,0,0,0,0,0,0,,KOZHIKODE,56653,09:25:00,07:00:00,56652,CAN,KANNUR,25,2,Pass,89
,,,,,,,,,,,,,,,,,,,,
MAQ,Kozhikode Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56654,11:05:00,05:25:00,,CLT,KOZHIKODE,40,5,Pass,221
,,,,,,,,,,,,,,,,,,,,
CAN,Kannur Mangalore Passenger,SR,0,0,0,0,0,0,,KANNUR,56655,10:45:00,07:20:00,56656,MAQ,MANGALORE CNTL,25,3,Pass,132
,,,,,,,,,,,,,,,,,,,,
MAQ,Kannur Passenger,SR,0,0,0,0,0,0,,MANGALORE CNTL,56656,20:35:00,16:35:00,56655,CAN,KANNUR,0,4,Pass,132
,,,,,,,,,,,,,,,,,,,,
CLT,Calicut Kannur Passenger,SR,0,0,0,0,0,0,,KOZHIKODE,56657,16:40:00,14:20:00,,CAN,KANNUR,20,2,Pass,89
,,,,,,,,,,,,,,,,,,,,
CAN,Kannur Charvattur Passenger,SR,0,0,0,0,0,0,,KANNUR,56659,18:30:00,17:20:00,,CHV,CHARVATTUR,10,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
CHV,Charvattur Mangalore Passenger,SR,0,0,0,0,0,0,,CHARVATTUR,56661,08:35:00,06:30:00,,MAQ,MANGALORE CNTL,5,2,Pass,83
,,,,,,,,,,,,,,,,,,,,
TPJ,TIRUCHCHIRAPALI  - DINDIGUL PASSENGER,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56703,20:25:00,18:00:00,56704,DG,DINDIGUL JN,25,2,Pass,170
,,,,,,,,,,,,,,,,,,,,
DG,Dindigul Madurai Passenger,SR,0,0,0,0,0,0,,DINDIGUL JN,56707,09:10:00,07:55:00,56708,MDU,MADURAI JN,15,1,Pass,62
,,,,,,,,,,,,,,,,,,,,
MDU,Madurai Dindigul Passenger,SR,0,0,0,0,0,0,,MADURAI JN,56708,19:40:00,18:10:00,56709,DG,DINDIGUL JN,30,1,Pass,62
,,,,,,,,,,,,,,,,,,,,
DG,Dindigul Madurai Passenger,SR,0,0,0,0,0,0,,DINDIGUL JN,56709,19:35:00,18:00:00,56708,MDU,MADURAI JN,35,1,Pass,62
,,,,,,,,,,,,,,,,,,,,
MDU,Madurai Dindigul Passenger,SR,0,0,0,0,0,0,,MADURAI JN,56710,09:15:00,07:45:00,56709,DG,DINDIGUL JN,30,1,Pass,62
,,,,,,,,,,,,,,,,,,,,
TPJ,Trichy Nagore Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56712,14:15:00,10:05:00,56711,NCR,Nagore,10,4,Pass,135
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchirapalli Nagore Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56714,10:50:00,06:10:00,56713,NCR,Nagore,40,4,Pass,135
,,,,,,,,,,,,,,,,,,,,
MDU,MADURAI - SENGOTTAI  PASSENGER,SR,0,0,0,0,0,0,,MADURAI JN,56733,15:05:00,11:25:00,56732,SCT,SENGOTTAI,40,3,Pass,173
,,,,,,,,,,,,,,,,,,,,
SCT,SENGOTTAI - MADURAI PASSENGER,SR,0,0,0,0,0,0,,SENGOTTAI,56734,15:50:00,12:00:00,56735,MDU,MADURAI JN,50,3,Pass,173
,,,,,,,,,,,,,,,,,,,,
MDU,MADURAI  - SENGOTTAI PASSENGER,SR,0,0,0,0,0,0,,MADURAI JN,56735,21:05:00,17:20:00,56734,SCT,SENGOTTAI,45,3,Pass,173
,,,,,,,,,,,,,,,,,,,,
SCT,Sengottail Madurai Passenger,SR,0,0,0,0,0,0,,SENGOTTAI,56736,19:30:00,15:50:00,56735,MDU,MADURAI JN,40,3,Pass,173
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchchirapalli Cuddalore Port Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56806,20:30:00,15:05:00,56805,CUPJ,CUDDALORE PORT,25,5,Pass,180
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchchirapalli Villupuram Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56808,22:00:00,18:15:00,56807,VRI,VRIDHACHALAM JN,45,3,Pass,123
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchchirapalli Mayiladuturai Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56812,21:25:00,18:05:00,56811,MV,MAYILADUTURAI JN,20,3,Pass,120
,,,,,,,,,,,,,,,,,,,,
MV,MAYILADUTURAI  - DINDIGUL PASSENGER,SR,0,0,0,0,0,0,,MAYILADUTURAI JN,56821,22:20:00,11:00:00,56822,DG,DINDIGUL JN,20,11,Pass,437
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchchirapalli Mayiladuturai Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56824,10:45:00,07:10:00,56823,MV,MAYILADUTURAI JN,35,3,Pass,120
,,,,,,,,,,,,,,,,,,,,
TEN,Tirnunelveli Erode Passenger,SR,0,0,0,0,0,0,,TIRUNELVELI,56826,14:15:00,05:25:00,56825,ED,ERODE JN,50,8,Pass,358
,,,,,,,,,,,,,,,,,,,,
TPJ,Tiruchchirapalli Rameswaram Passenger,SR,0,0,0,0,0,0,,TIRUCHIRAPPALLI,56829,12:45:00,06:15:00,56830,RMM,RAMESWARAM,30,6,Pass,266
,,,,,,,,,,,,,,,,,,,,
MFP,Harihar Express,NR,0,0,0,0,1,1,,MUZAFFARPUR JN,14523,07:55:00,07:25:00,14524,UMB,AMBALA CANT JN,30,24,Exp,1201
,,,,,,,,,,,,,,,,,,,,
KIUL,KIUL JAMALPUR PASS,ER,0,0,0,0,0,0,,KIUL JN,53426,23:15:00,22:05:00,53427,JMP,JAMALPUR JN,10,1,Pass,54
,,,,,,,,,,,,,,,,,,,,
